SENTENCE,MAIN,N
초코음료는 뭐 어떤 거 있어요?,메뉴문의,29
스무디는 얼음 넣어서 갈은 거죠?,메뉴문의,29
핫초코 하나만 주세요,일반주문,81
생크림은 빼고 우유만 넣어주세요,일반주문,81
여기는 할인은 따로 없어요?,할인문의,116
에스케이 할인은 안돼요?,할인문의,116
영수증 좀 주세요,영수증요청,66
여기 화장실은 어딨어요?,화장실위치문의,124
화장실 문 잠겼던데?,화장실위치문의,124
이층은 어디로 올라가요?,시설문의,54
배달도 하나요?,배달문의,40
뭐가 맛있어요?,메뉴추천요구,32
생자몽 티 따뜻하게 한 잔 주세요,일반주문,81
아뇨 여기 적립도 해요?,쿠폰멤버십적립문의,101
할인도 하나요?,할인문의,116
적립할 때 여러 명이 오면 어떻게 하나요?,쿠폰멤버십적립문의,101
자몽 티 덜 달게 되나요?,메뉴문의,29
자몽 청은 여기서 만드신거에요?,메뉴문의,29
아까 영수증 안 주셨어요,영수증요청,66
따뜻한 거는 더 싼 가봐요,가격문의,2
배달 시킬 수 있게 명함 한 장 주실 수 있나요?,배달문의,40
커피 들어가는 음료 중에 덜 단 게 있나요?,메뉴문의,29
카페 라떼로 주세요,일반주문,81
작은 걸로 주세요,사이즈요구,48
예 테이크아웃 하면 더 저렴해요?,가격문의,2
적립용 카드 하나 만들어 주세요,쿠폰멤버십적립문의,101
여기는 스타벅스처럼 럭키백 행사는 안하나요?,기타문의,7
뚜껑 안 닫아 주셔도 돼요,기타문의,7
아메리카노 주세요,일반주문,81
테이크아웃은 더 싼가요?,가격문의,2
테이크아웃으로 해주세요,테이크아웃요구,106
시럽은 빼주세요,옵션추가요구,69
마시고 갈게요,머그컵요구,27
예 영수증도 하나주세요,영수증요청,66
네 여기는 네일도 같이 하나요?,시설문의,54
커피랑 네일은 별도로 운영하시는 건가요?,시설문의,54
청을 직접 만들어 갖고 파나봐요,메뉴문의,29
사장님 커피에 얼음 세 개만 넣어주세요,얼음요구,61
사장님 이런 잔은 얼마에요?,가격문의,2
제가 지금 먹는 잔 맞죠?,MD제품문의,1
이거 아이스 팬은 밀크하고 블랙하고 어떻게 달라요?,메뉴문의,29
커피가 들어갔나요?,메뉴문의,29
라떼 종류 중에 안 단 건 어떤 게 잘 나가요?,메뉴추천요구,32
애플 시나몬이 신메뉴인가요?,신메뉴문의,58
더치 커피하고 더치 라떼가 있네요?,메뉴문의,29
더치 라떼 따뜻한거 하나 줘요,일반주문,81
이 카드로 해주세요,결제요청,4
네 영수증도 하나 주세요,영수증요청,66
시럽은 약간만 넣었나요?,시럽설탕요구,52
미숫가루 라떼 종류가 되게 많네요?,메뉴문의,29
생강 차는 생강 분말 들어가요?,메뉴문의,29
생강 수삼주스는 뭐에요?,메뉴문의,29
수삼주스는 얼마에요?,가격문의,2
그러면 아메리카노 따뜻한 거 한 잔 주세요,일반주문,81
예 마시고 갈거에요,머그컵요구,27
예 이건 수제쿠키에요?,메뉴문의,29
이거 햄치즈는 얼마에요?,가격문의,2
너무 뜨거워서 그런데 여기 얼음 세 개만 넣어주세요,얼음요구,61
로얄 밀크티는 뭐에요?,메뉴문의,29
커피가 들어갔나요?,메뉴문의,29
얼그레이는 홍차고 베리민트는 뭐에요?,메뉴문의,29
맛은 똑같은가요?,메뉴문의,29
솔티치즈 카페라떼 하나 줘요,일반주문,81
네 여기 뒤에 차 잠깐 세워도 돼요?,주차문의,95
차는 어디에 세워요?,주차문의,95
여기 주차 단속은 안하나요?,주차문의,95
커피 말고는 뭐 있어요?,메뉴문의,29
여기는 어떤 게 잘 나가요?,메뉴추천요구,32
망고는 뭐에요?,메뉴문의,29
블루베리도 잘 나가요?,메뉴문의,29
블루베리는 냉동 블루베리인가요?,메뉴문의,29
블루베리 주스 한 잔 주세요,일반주문,81
영수증 좀 주세요,영수증요청,66
사장님 저 곡물 라떼는 뭐 들어가요?,메뉴문의,29
블루베리 주스에는 시럽 들어가요?,메뉴문의,29
시럽 적당히 넣어주세요,시럽설탕요구,52
냉동 블루베리에 시럽만 넣었나요?,메뉴문의,29
오늘은 몇 시까지 해요?,영업시간문의,67
카페라떼 많이 달아요?,메뉴문의,29
캬라멜 마끼아또는 달아요?,메뉴문의,29
카라멜 마끼아또도 시럽 빼면 괜찮을까요? ,메뉴문의,29
케이크 종류도 있어요?,메뉴문의,29
티라미수는 어떤 거에요?,메뉴문의,29
티라미수는 많이 단가요?,메뉴문의,29
생강 에이드도 많이 달아요?,메뉴문의,29
에이드가 차가운거죠?,메뉴문의,29
주차장은 없나봐요?,주차문의,95
카페라떼는 설탕 빼주세요,시럽설탕요구,52
오늘의 커피는 뭐에요?,메뉴문의,29
아메리카노하고 별 차이가 없어요?,메뉴문의,29
오늘의 커피 연한 것도 가능해요?,메뉴문의,29
오늘의 커피랑 아이스 아메리카노 주세요,일반주문,81
작은 거 두 잔이 어느 정도에요?,사이즈문의,47
제일 위에가 작은 거에요?,사이즈문의,47
작은 걸로 하고 충전도 할게요,포인트충전,114
아뇨 충전만 5만원 해주세요,포인트충전,114
먹다 남으면 포장 되나요?,테이크아웃문의,105
영수증 주세요,영수증요청,66
제일 작은 사이즈에요?,사이즈문의,47
빨대 주시고 물 한 컵 떠갈 수 있나요?,뜨거운차가운물요구,23
차이티 라떼는 단 맛 조절이 가능해요?,메뉴문의,29
시럽이 조금만 들어가도 많이 달아요?,메뉴문의,29
차이티 라떼 시키면 얼음물 주나요?,얼음요구,61
이천햅쌀라떼가 뭐죠?,메뉴문의,29
커피가 안 들어가는 거죠?,메뉴문의,29
현금으로 결제를 하더라도 스타벅스 어플에 이력이 남나요?,쿠폰멤버십적립문의,101
카페 라떼하고 카페 모카하고 뭐가 달라요?,메뉴문의,29
카페라떼 하나 주세요,일반주문,81
텀블러 갖고 왔는데 할인 되나요?,텀블러할인문의,104
텀블러에 담으려면 사이즈는 어떤 거 해야 돼요?,사이즈문의,47
톨사이즈가 제일 작은 건가요?,사이즈문의,47
톨사이즈로 주세요,사이즈요구,48
샷은 한 개 들어가겠네요?,메뉴문의,29
우유 양을 조금 더 많게 할 수 있나요?,물우유량요구,37
카드에 잔액이 남아 있나요?,기프티콘쿠폰멤버십사용문의,11
충전해주세요,포인트충전,114
아뇨 설탕은 내가 따로 넣어야 돼요?,시럽설탕요구,52
초콜릿 크림슈는 무슨 맛이에요?,메뉴문의,29
잘 나가는 케이크가 어떤거죠?,메뉴추천요구,32
뉴욕 치즈케이크 하나 주세요,일반주문,81
할인되는 카드 있어요?,할인문의,116
씨제이 원카드라는건 뭐에요?,쿠폰멤버십적립문의,101
하나는 씨제이 원카드고 하나는 씨제이 계열 할인되는 국민 신용카드인데 두 개 다 사용 가능한가요?,쿠폰멤버십적립문의,101
여긴 주차장이 따로 없죠?,주차문의,95
포크 두 개 넣으셨나요?,일회용포크나이프요구,83
화이트 초콜릿 모카랑 카페 모카랑 뭐가 달라요?,메뉴문의,29
소스가 더 끈적하다는 건가요?,메뉴문의,29
카페 라떼 하나 주세요,일반주문,81
제일 작은 사이즈가 뭐죠?,사이즈문의,47
톨사이즈로 주세요,사이즈요구,48
아뇨 테이크아웃할게요,테이크아웃요구,106
스타벅스 카드가 집에 많은데 별 적립한 걸 한 카드로 모을 수 있나요?,쿠폰멤버십적립문의,101
진열 된 건 모형이죠?,메뉴문의,29
커피 음료 말고는 어떤게 있어요?,메뉴문의,29
자색 고구마는 어떤 맛이에요?,메뉴문의,29
초콜릿 라떼 하나 주세요,일반주문,81
아니요 일단 테이크아웃으로 주세요,테이크아웃요구,106
할인되거나 적립되는 카드 없죠?,쿠폰멤버십적립문의,101
몇 퍼센트 되죠?,쿠폰멤버십적립문의,101
주차는 어디다 하나요?,주차문의,95
티멤버십 이 어플로 하면 되나요?,쿠폰멤버십적립문의,101
지금까지 실물카드 계속 썼는데 왜 안되죠?,카드결제(카드오류상황),97
영수증 좀 주세요,영수증요청,66
커피음료 말고는 어떤 게 있어요?,메뉴문의,29
플랫치노에 적힌 초콜릿칩은 뭐에요?,메뉴문의,29
따뜻한 음료 중에 초콜렛은 없어요?,메뉴문의,29
네 한 잔 주세요,일반주문,81
일단 종이컵에 테이크아웃 해주세요 ,테이크아웃요구,106
요거트는 플레인하고 딸기밖에 안돼요?,주문가능여부,89
그러면 플레인 요거트 하나 주시고 프라페는 뭐예요?,메뉴문의,29
애들은 어떤 프라페를 좋아하나요?,메뉴추천요구,32
플레인 요거트 하나랑 쿠키프라페 주세요,일반주문,81
네 전에 받은 쿠폰도 있어요,쿠폰멤버십적립문의,101
쿠폰 10개 모으면 음료 종류 상관없이 한 잔 무료예요?,기프티콘쿠폰멤버십사용문의,11
음료 안 쏟아지게 잘 포장해주세요,테이크아웃요구,106
이 음료에는 생딸기가 들어가요?,메뉴문의,29
에스프레소는 뜨거운 물 따로 주나요?,메뉴문의,29
라떼 중에서는 카페라떼가 제일 덜 달죠?,메뉴문의,29
카페라떼 하나 주세요,일반주문,81
네 2층에도 자리 있죠?,자리여부문의,84
크림치즈 마카롱 한 개에 천 원인가요?,가격문의,2
쿠앤크마카롱이랑 딸기마카롱도 하나씩 주세요,일반주문,81
네 아이스 아메리카노도 하나 주세요,일반주문,81
초코 마카롱이랑 요거트 마카롱도 하나씩 더 주세요,일반주문,81
네 승차권 있으면 10프로 할인되나요?,할인문의,116
영수증 하나 주세요,영수증요청,66
종이컵이랑 빨대 하나만 더 주면 안돼요?,컵요구,99
커피 메뉴는 어디 있어요?,메뉴문의,29
테이크아웃은 할인돼요?,할인문의,116
커피에 샷은 한 개 들어가나요?,메뉴문의,29
커피인데 달콤하게 먹을 수 있는게 있나요?,메뉴추천요구,32
바닐라라테에 바닐라가 들어간건가요?,메뉴문의,29
커피콘은 밀가루에 커피를 넣은 건가요?,메뉴문의,29
커피콘 12개에 1500원짜리 테이크아웃이요,테이크아웃요구,106
자스민차 있나요?,주문가능여부,89
차 종류는 어디있나요?,메뉴문의,29
아메리카노에 찬물을 조금 넣어주세요,뜨거운차가운물요구,23
아뇨 테이크아웃 해주시고 10프로 할인해주시는거 맞나요?,할인문의,116
영수증도 좀 주실래요?,영수증요청,66
아메리카노에 찬물 넣으셨어요?,뜨거운차가운물요구,23
사장님 아메리카노가 뜨거워서 그러는데 얼음 몇 개 넣어주실 수 있어요?,얼음요구,61
테이크아웃하면 할인되나요?,할인문의,116
빵도 여기서 만드는 거예요?,메뉴문의,29
더치커피도 있어요?,메뉴문의,29
아메리카노 한 잔 주세요,일반주문,81
더치커피는 작은 것도 팔아요?,주문가능여부,89
더치커피 얼마인데요?,가격문의,2
근처에 해룡이라는 중국집 있어요?,주변시설,93
빵 시식 한 번 해봐도 돼요?,시식요청,55
커피 하나 주세요,일반주문,81
아메리카노 따뜻한거 하나 주세요,일반주문,81
전화번호만 말씀해드리면 돼요?,쿠폰멤버십적립문의,101
네 포인트 적립됐어요?,쿠폰멤버십적립문의,101
커피에 샷이 몇 개 들어가요?,메뉴문의,29
커피가 너무 뜨거운데 얼음 세 개만 넣어주세요,얼음요구,61
2층도 있어요?,시설문의,54
빵 시식할 수 있는 거 있어요?,시식요청,55
빨대는 어디 있나요?,물품위치문의,39
밀크 캬라멜은 얼마예요?,가격문의,2
혹시 빵 배달도 해주시나요?,배달문의,40
명함 하나 가져가도 되죠?,기타문의,7
본점도 있어요?,계열사문의,5
모과차 테이크아웃 되나요?,테이크아웃문의,105
혹시 모과차 두 잔으로 나눠줄 수 있어요?,옵션추가요구,69
모과차 한 잔하고 아메리카노 뜨거운 걸로 하나 주세요,일반주문,81
영수증 주세요,영수증요청,66
음료 뜨겁지 않게 찬물 조금만 넣어주세요,뜨거운차가운물요구,23
일요일에는 영업을 안하세요?,영업시간문의,67
쉬는 날은 없어요?,휴일문의,127
여기 더치커피 팔아요?,주문가능여부,89
아메리카노에 샷이 한 개에요?,메뉴문의,29
조금만 마시고 가도 되죠?,매장이용문의,26
커피가 1리터예요?,메뉴문의,29
커피 가격이 1000원이에요?,가격문의,2
아메리카노 한 잔 주세요,일반주문,81
테이크아웃 해주시고 스탬프 적립돼요?,쿠폰멤버십적립문의,101
커피에 얼음 두 개만 넣어주실 수 있어요?,얼음요구,61
여기 생긴지 얼마나 됐어요?,시설문의,54
커피에 샷 한 개 들어간 거예요?,메뉴문의,29
사과는 얼마예요?,가격문의,2
영수증 주세요,영수증요청,66
메뉴판은 어디있어요?,메뉴판요구,34
커피 중에 우유는 안들어가는데 달콤한게 있나요?,메뉴추천요구,32
카페모카에는 뭐가 들어갔죠?,메뉴문의,29
카페모카 위에 올라가 있는 건 우유 거품인가요?,메뉴문의,29
카페모카에 휘핑크림 올려주세요,일반주문,81
아뇨 테이크아웃 해주시고 우유는 조금만 넣어주세요,테이크아웃요구,106
네 카페모카에 커피는 안들어가요?,메뉴문의,29
영수증 주세요,영수증요청,66
휘핑크림은 뭘로 만드나요?,메뉴문의,29
플랫화이트가 뭐예요?,메뉴문의,29
여기 체인점이에요?,계열사문의,5
생긴지 얼마나 됐어요?,시설문의,54
포인트 적립도 하나요?,쿠폰멤버십적립문의,101
따뜻한 아메리카노 작은 걸로 주세요,일반주문,81
더치커피도 판매 하나요?,메뉴문의,29
영수증 주세요,영수증요청,66
원두는 갈아서 파시나요?,메뉴문의,29
컵 홀더 있나요?,테이크아웃요구,106
아메리카노에 샷이 두 개인가요?,메뉴문의,29
얼음 두 개만 넣어주세요,얼음요구,61
케냐 에티오피아가 뭐예요?,메뉴문의,29
더치 아메리카노는 아이스만 되죠?,메뉴문의,29
솔티드캬라멜라떼는 뭐예요?,메뉴문의,29
구수한 맛이 혹시 들어있나요?,메뉴문의,29
더치라떼로 하나 주세요,일반주문,81
잠시만 여기 앉아서 마시다가 들고나가도 상관은 없죠?,매장이용문의,26
테이크아웃컵을 실내에서는 사용 못하게 되어 있어요?,테이크아웃문의,105
시럽은 어디있어요?,물품위치문의,39
소금커피가 뭐예요?,메뉴문의,29
단 맛은 안나는건가요?,메뉴문의,29
메이플라떼는 뭐예요?,메뉴문의,29
소금커피 한 번 먹어볼게요,일반주문,81
네 생긴지 얼마 안됐나봐요?,시설문의,54
리필도 해주나요?,리필문의,24
마카롱은 3개에 6900원인가요?,가격문의,2
대만샌드위치는 여기서 만든 거예요?,메뉴문의,29
영수증 받아야 하는데 깜빡했네요,영수증요청,66
아메리카노 시원하게 하나 주세요,일반주문,81
더블에스프레소는 양이 두 배라는 말이에요?,메뉴문의,29
십구곡라떼는 뭐예요?,메뉴문의,29
죄송한데 물 한 컵만 주세요,뜨거운차가운물요구,23
컵은 어디다 두면 돼요?,식기류쟁반반납,57
가게가 10년이나 됐어요?,시설문의,54
아포가토는 뭐예요?,메뉴문의,29
빽앤나는 뭔데요?,메뉴문의,29
레몬에이드하고 티레몬에이드하고 어떻게 차이나나요?,메뉴문의,29
콜드브루는 뭐예요?,메뉴문의,29
콜드브루 시원하게 한 잔 주세요,일반주문,81
카드 되나요?,결제문의,3
모히토커피라떼는 뭐에요?,메뉴문의,29
그냥 기본적인 콜드브루 하나 주세요,일반주문,81
네 히비스커스라즈 이거는 따뜻하게 나오나봐요,메뉴문의,29
체인점인가봐요?,계열사문의,5
이 통은 뭔데요?,테이크아웃문의,105
여기 매장은 국내 브랜드에요?,계열사문의,5
인삼한뿌리는 어떻게 만들어요?,메뉴문의,29
진저에이드는 아린 맛이 나나요?,메뉴문의,29
톨 사이즈가 제일 작은거예요?,사이즈요구,48
카푸치노 위에 시나몬 파우더 올라가나요?,메뉴문의,29
아이스 아메리카노랑 카푸치노 한 잔씩 주세요,일반주문,81
네 먹고 가려고하는데 먹다가 남으면 테이크아웃 할 수 있나요?,테이크아웃문의,105
여기는 자체 회원카드가 없나봐요?,쿠폰멤버십적립문의,101
혹시 리필도 되나요?,리필문의,24
따뜻한 물 좀 주세요,뜨거운차가운물요구,23
여기 와이파이 비밀번호가 어떻게 돼요?,와이파이문의,70
아메리카노 얼마예요?,가격문의,2
주스 종류는 어떤게 있어요?,메뉴문의,29
바나나 주스는 어떻게 만드는 거에요?,메뉴문의,29
바나나 주스 하나랑 아메리카노 하나 주세요,일반주문,81
네 병 주스는 어떤 게 있어요?,메뉴문의,29
할인되는 카드는 없죠?,쿠폰멤버십적립문의,101
영수증 주세요,영수증요청,66
쿠폰은 없어요?,쿠폰멤버십적립문의,101
도장 10개까지 찍어야해요?,쿠폰멤버십적립문의,101
여기 화장실은 어디예요?,화장실위치문의,124
주문을 잘못해서 그러는데 아이스로 해주시면 안돼요?,주문내용변경,91
지금 생과일 주스는 뭐가 돼요?,주문가능여부,89
더치커피가 일반 커피보다 맛이 더 진한가요?,메뉴문의,29
프라페는 뭐예요?,메뉴문의,29
케냐AA보다 예가체프가 더 부드러워요?,메뉴문의,29
블루마운틴 아메리카노 주세요,일반주문,81
네 카드 되죠?,결제문의,3
구운 도너츠는 여기서 직접 굽는다 그랬죠?,메뉴문의,29
구운 도너츠 하나에 얼마예요?,가격문의,2
모카치노가 뭐에요?,메뉴문의,29
카페라떼 한 잔 주시겠어요?,일반주문,81
네 카페라떼 진하게 해주실 수 있으세요?,물우유량요구,37
여기 체인점인가요?,계열사문의,5
영수증 주세요,영수증요청,66
여기 주차장이 따로 있어요?,주차문의,95
와이파이 있어요?,와이파이문의,70
카카오페이 결제되나요?,모바일페이결제,35
휴대폰 급속 충전기 있어요?,핸드폰충전요청,119
물티슈 하나 주세요,냅킨물티슈요구,15
따뜻한 물 한 잔 주실 수 있어요?,뜨거운차가운물요구,23
제가 다 못마셔서 컵에 좀 옮겨주실 수 있나요?,테이크아웃요구,106
휴지 조금 더 가져가도 되죠?,냅킨물티슈요구,15
아메리카노 한 잔 주시겠어요?,일반주문,81
여기 혹시 쿠폰 있어요?,쿠폰멤버십적립문의,101
쿠폰은 10개 모으면 되는 건가요?,쿠폰멤버십적립문의,101
쿠폰으로 받는 커피는 따뜻한 아메리카노로 정해져있어요?,쿠폰멤버십적립문의,101
사장님 여기 혹시 주차는 어디 하면 되나요?,주차문의,95
주차단속 차가 다니나요?,주차문의,95
휴지말고 물티슈는 있어요?,냅킨물티슈요구,15
커피에 얼음 두 개만 넣어주세요,얼음요구,61
신데렐라 커피는 뭐예요?,메뉴문의,29
저는 좀 진한 거 좋아하는데 원두 추천해주세요,메뉴추천요구,32
제가 고른 원두로 아메리카노랑 라떼도 되는 거예요?,메뉴문의,29
커피 코지코히는 뭐예요?,메뉴문의,29
코지코히는 900원이에요?,가격문의,2
그럼 밀크코히는요?,메뉴문의,29
메뉴를 일본어로 해 놓으신 거예요?,메뉴문의,29
아메키라노 한 잔 주세요,일반주문,81
가게 앞에 주차해도 되는 건가요?,주차문의,95
그럼 어디에 주차하면 되나요?,주차문의,95
몇 시에서 몇 시까지 영업하세요?,영업시간문의,67
네 휴지 좀 주시겠어요?,냅킨물티슈요구,15
혹시 물티슈는 있나요?,냅킨물티슈요구,15
마카롱도 같이 파시나요?,메뉴문의,29
마카롱 한 개에 얼마예요?,가격문의,2
화장실은 어디로 가면 되나요?,화장실위치문의,124
마론마키야또는 무슨 맛이에요?,메뉴문의,29
바닐라라떼는 어떤 게 들어가나요?,메뉴문의,29
카페라떼 하나 주세요,일반주문,81
회원은 어떤 혜택이 있어요?,쿠폰멤버십적립문의,101
회원 카드 하나 만들어 주세요,쿠폰멤버십적립문의,101
빵은 직접 다 만드시는 거예요?,메뉴문의,29
오늘은 시식하는 게 없네요,메뉴문의,29
몇 시부터 몇 시까지 하시나요?,영업시간문의,67
현금이나 카드나 똑같이 3프로 적립이 되는 거예요?,쿠폰멤버십적립문의,101
음료 리필 서비스는 어떤 거예요?,리필문의,24
컵 홀더 하나 주세요,테이크아웃요구,106
카카오페이 결제가 가능한가요?,모바일페이결제,35
민트아메리카노는 어떤 거예요?,메뉴문의,29
경성역 다방커피는 어떤 거예요?,메뉴문의,29
라떼하고 비슷한 거예요?,메뉴문의,29
더 고소한 맛이 많은 거예요?,메뉴문의,29
그냥 아메리카노 한 잔 주세요,일반주문,81
네 혹시 적립카드 같은 게 있나요?,쿠폰멤버십적립문의,101
적립은 어떻게 되나요?,쿠폰멤버십적립문의,101
카카오페이 결제는 되나요?,모바일페이결제,35
빵 종류는 뭐가 있나요?,메뉴문의,29
카페에서 만드는 건가요?,메뉴문의,29
와이파이 비번은 뭐예요?,와이파이문의,70
근처에 편의점이 어디 있어요?,주변시설,93
빨대 있나요?,빨대,45
얼음 좀 넣어 주세요,얼음요구,61
그릇은 카운터에 반납하면 되나요?,식기류쟁반반납,57
저녁 몇 시까지 하시나요?,영업시간문의,67
아포카토는 어떤 거예요?,메뉴문의,29
스팀밀크는 어떤 거예요?,메뉴문의,29
아메리카노는 아이스랑 핫이랑 가격 차이 없어요?,가격문의,2
아메리카노 따뜻한 거 하나 주세요,일반주문,81
적립 하나 만들어 주세요,쿠폰멤버십적립문의,101
네 적립하면 어떤 혜택이 있나요?,쿠폰멤버십적립문의,101
현금이랑 카드랑 똑같아요?,쿠폰멤버십적립문의,101
크루아상 빵도 만들어서 파시는 건가요?,메뉴문의,29
크루아상 안에 초코나 생크림이 들어 있나요?,메뉴문의,29
다른 빵은 없나요?,메뉴문의,29
영수증 주시겠어요?,영수증요청,66
와이파이 비번 있나요?,와이파이문의,70
화장실 어디예요?,화장실위치문의,124
얼음 조금만 주시겠어요?,얼음요구,61
몇 시에서 몇 시까지 하시나요?,영업시간문의,67
머핀이랑 쿠키는 만들어서 파시는 건가요?,메뉴문의,29
헤이즐넛라떼는 뭐예요?,메뉴문의,29
더치라떼는요?,메뉴문의,29
치즈케이크라떼는 어떤 거예요?,메뉴문의,29
커피에 들어가는 건가요?,메뉴문의,29
아메리카노 따뜻하게 한 잔 주세요,일반주문,81
네 가지고 가는 거랑 가격이 같나요?,가격문의,2
카카오페이 결제도 되나요?,모바일페이결제,35
영수증 주시겠어요?,영수증요청,66
몇 시까지 영업하시나요?,영업시간문의,67
할인쿠폰이나 적립카드 있나요?,쿠폰멤버십적립문의,101
물은 어디서 마시면 돼요?,뜨거운차가운물요구,23
원두찌꺼기 주실 수 있나요?,특정원두요구,110
빨대도 하나 주시겠어요?,빨대,45
캐모마일은 어떤 거예요?,메뉴문의,29
숏라떼는 어떤 거예요?,메뉴문의,29
양은 똑같아요?,메뉴문의,29
카페라떼 따뜻한 거 레귤러로 한 잔 주세요,일반주문,81
카카오페이도 되는 건가요?,모바일페이결제,35
적립카드도 있어요?,쿠폰멤버십적립문의,101
CJ ONE은 어디서 등록하면 되나요?,쿠폰멤버십적립문의,101
적립된 건 바로 사용할 수 있어요?,쿠폰멤버십적립문의,101
영수증 주시겠어요?,영수증요청,66
나눠 먹으려고 하는데 종이컵 좀 주실 수 있나요?,컵요구,99
몇 시에서 몇 시까지 영업하시나요?,영업시간문의,67
빨대는 어디 있나요?,물품위치문의,39
얼그레이 아메리카노는 어떤 맛이에요?,메뉴문의,29
얼그레이는 뭐예요?,메뉴문의,29
얼그레이 향이 좀 있겠네요?,메뉴문의,29
더블그린 카페라떼는 뭐예요?,메뉴문의,29
일반 아메리카노로 주세요,일반주문,81
적립이나 할인카드 있나요?,쿠폰멤버십적립문의,101
할인은 몇 프로 되나요?,할인문의,116
와이파이 비번 있나요?,와이파이문의,70
화장실은 어디 있어요?,화장실위치문의,124
휴지 조금 더 가져가도 되나요?,휴지요구,128
빨대랑 따뜻한 물 한 잔만 주세요,뜨거운차가운물요구,23
카카오페이나 삼성페이 결제가 가능한가요?,모바일페이결제,35
화이트모카는 어떤 거예요?,메뉴문의,29
캬라멜 마키야토는 단 거예요?,메뉴문의,29
커피잔도 판매하시는 거예요?,메뉴문의,29
따뜻한 물 한 잔 주실래요?,뜨거운차가운물요구,23
휴지 좀 주실래요?,냅킨물티슈요구,15
리트로콜드브루는 따뜻한 거예요?,메뉴문의,29
라떼 따뜻한 걸로 하나 주세요,일반주문,81
포인트카드 되는 거 있어요?,쿠폰멤버십적립문의,101
몇 프로 적립돼요?,쿠폰멤버십적립문의,101
현금이나 카드 똑같이 적립되는 거예요?,쿠폰멤버십적립문의,101
여기 배달도 되나요?,배달문의,40
얼마 이상 주문해야 배달비가 무료예요?,배달문의,40
얼음물은 어디서 마시면 돼요?,뜨거운차가운물요구,23
여기 몇 시까지 영업해요?,영업시간문의,67
플랫치노는 뭐예요?,메뉴문의,29
스무디랑 비슷한 건가요?,메뉴문의,29
베이커리도 하시나 봐요?,메뉴문의,29
과일주스는 진짜 과일 갈아서 주는 거죠?,메뉴문의,29
헤이즐넛 바닐라라떼 많이 달아요?,메뉴문의,29
혹시 설탕은 없어요?,시럽설탕요구,52
도장은 몇 개 찍어야 하나요?,쿠폰멤버십적립문의,101
시나몬 뿌려주는 거 있나요?,메뉴문의,29
카푸치노 한 잔 주세요,일반주문,81
영수증도 주세요,영수증요청,66
쿠폰 있으면 하나 만들어 주세요,쿠폰멤버십적립문의,101
아홉 잔 마시면 열 번째는 서비스인가요?,쿠폰멤버십적립문의,101
달지 않은 따뜻한 음료 뭐가 괜찮나요?,메뉴추천요구,32
카페라떼 한 잔 주세요,일반주문,81
영수증도 주세요,영수증요청,66
화장실은 어디 있어요?,화장실위치문의,124
어떤 음료가 잘 나가나요?,메뉴추천요구,32
아메리카노 R사이즈 하나 주세요,일반주문,81
영수증 하나 주세요,영수증요청,66
빨대는 어디 있어요?,물품위치문의,39
아이스 아메리카노 한 잔 주세요,일반주문,81
네 그린티 라떼는 녹차가루 들어가는 건가요?,메뉴문의,29
요거트 스무디 하나랑 딸기 스무디 그리고 아이스 아메리카노 주세요,일반주문,81
네 스탬프도 하나 만들어 주세요,쿠폰멤버십적립문의,101
영수증도 하나 주세요,영수증요청,66
요거트 덜어 먹을 그릇 하나만 주세요,식기류요구,56
그럼 종이컵 하나만 주세요,컵요구,99
어떤 음료가 제일 잘 나가요?,메뉴추천요구,32
카페라떼 한 잔 주세요,일반주문,81
카페라떼에 샷이 몇 개가 들어가요?,메뉴문의,29
하나 반 정도만 넣을 수 있나요?,일반주문,81
원사이즈인가요?,메뉴문의,29
시럽은 조금만 넣어 주세요,일반주문,81
커피 말고 다른 메뉴는 뭐가 있나요?,메뉴문의,29
스무디는 차가운 거죠?,메뉴문의,29
초콜렛 라떼는 초콜렛맛이죠?,메뉴문의,29
초콜렛 라떼 하나 주세요,일반주문,81
초콜렛 라떼 많이 달아요?,메뉴문의,29
적립 안 되나요?,쿠폰멤버십적립문의,101
콜드폼 카푸치노가 뭐예요?,메뉴문의,29
카페라떼 하나 주세요,일반주문,81
영수증 주세요,영수증요청,66
