SENTENCE,MAIN,N
화장실 어디 있어요?,화장실위치문의,124
시럽은 어디 있나요?,시럽설탕요구,52
쵸코 음료는 어떤 게 있어요?,메뉴문의,29
시그니처 초콜렛 같은 건 없어요?,메뉴문의,29
시그니처 초콜렛으로 한 잔 주세요,일반주문,81
주차장은 따로 없나요?,주차문의,95
일반 영수증 하나 주세요,영수증요청,66
제일 잘 나가는 생크림 케이크가 어떤 건가요?,메뉴추천요구,32
일단 생크림 카스텔라 주세요,일반주문,81
할인 되는 카드가 따로 있나요?,할인문의,116
물티슈도 좀 주시겠어요?,냅킨물티슈요구,15
내일 먹을 경우에는 어떻게 보관해야 해요?,보관방법문의,43
오늘의 커피라는 게 뭐예요?,메뉴문의,29
이거는 맛 괜찮아요?,메뉴문의,29
연해도 괜찮으니 숏 사이즈로 주세요,일반주문,81
시럽 넣어 주나요?,시럽설탕요구,52
테이크아웃 되죠?,테이크아웃문의,105
카페라떼 하나 주세요,일반주문,81
여기 주차 잠깐 해놔도 돼요?,주차문의,95
테이크아웃은 다 할인 되는거에요?,할인문의,116
얼마 할인 되는거죠?,할인문의,116
시럽 한 번만 넣어주세요,시럽설탕요구,52
사이즈는 따로 없나봐요,사이즈요구,48
커피음료 말고는 어떤거 있어요?,메뉴문의,29
주스류는 어떤게 있어요?,메뉴문의,29
생과일인가요 냉동과일인가요?,메뉴문의,29
토마토 주스 하나 주세요,일반주문,81
할인되는 카드도 있어요?,할인문의,116
네 여기 와이파이 돼요?,와이파이문의,70
저기 주스 좀 기다려야돼요?,제조시간문의,87
화장실좀 갔다올게요,화장실이용문의,125
스타벅스 돌체라떼는 어떤거에요?,메뉴문의,29
많이 달겠네요?,메뉴문의,29
아메리카노 하나 주세요,일반주문,81
네 사이즈가 숏사이즈 톨사이즈 이렇게 있어요?,일반주문,81
숏사이즈로 주세요,사이즈요구,48
영수증 좀 주세요,영수증요청,66
네 얼마나 기다려야 돼요?,제조시간문의,87
저게 다 커피 음료에요?,메뉴문의,29
카페 모카하고 카라멜 모카는 뭐가 달라요?,메뉴문의,29
조금 더 달겠네요,메뉴문의,29
아메리카노 하나 주세요,일반주문,81
톨 사이즈면 몇미리죠?,일반주문,81
톨로 주세요,사이즈요구,48
커피음료는 무조건 할인해주시는거에요?,할인문의,116
시럽 조금만 넣어주세요,시럽설탕요구,52
조금 달달한건 어떤거 있어요?,메뉴추천요구,32
돌체라떼는 많이 단가요?,메뉴문의,29
돌체라뗴 하나 주세요,일반주문,81
사이즈 뭐뭐 있나요?,사이즈요구,48
그란데 사이즈로 주세요,사이즈요구,48
영수증 좀 주세요,영수증요청,66
돌체라떼 금방 되죠?,제조시간문의,87
컵홀더 어디있나요,물품위치문의,39
커피음료 말고는 뭐 있어요?,메뉴문의,29
메뉴판에 있는 주스 다 되는거에요?,주문가능여부문의,90
토마토 주스 생과일인가요?,메뉴문의,29
토마토 주스 하나 주세요,일반주문,81
한잔 사면 쿠폰 있다고 하던데요?,쿠폰멤버십적립문의,101
쿠폰으로는 뭐 가능하죠,쿠폰멤버십적립문의,101
아메리카노 하나주세요,일반주문,81
네 주스는 여기서 마시고 커피는 테이크아웃 해주세요,테이크아웃요구,106
저녁에는 몇 시까지 영업해요?,영업시간문의,67
커피는 너무 달지않게 시럽조금만 넣어주세요,시럽설탕요구,52
커피는 뭐가 맛잇어요?,메뉴추천요구,32
초코라떼에도 우유 들어가는거에요?,메뉴문의,29
초코라떼 하나 주세요,일반주문,81
레귤러는 몇 미리고 라지는 몇 미리에요?,사이즈요구,48
레귤러로 주세요,사이즈요구,48
위에 조금만 뿌려주세요,일반주문,81
커피 어떤게 맛있어요 ,메뉴추천요구,32
더치커피는 그냥 아메리카노 처럼 돼있나요?,메뉴문의,29
더치 하나 주세요,일반주문,81
아니요 테이크아웃해주시고 테이크아웃하면 할인되는거 없어요?,할인문의,116
영수증 주시고 시럽 조금넣어주세요,영수증요청,66
물티슈 있어요?,냅킨물티슈요구,15
카페 비엔나는 어떤거에요? ,메뉴문의,29
아포카도는요?,메뉴문의,29
카페라떼 아이스로 하나 주시고 사이즈 있나요?,일반주문,81
네 테이크아웃 해주시고 얼음은 조금만 넣어주세요,테이크아웃요구,106
아니요 시럽 좀 넣어주시고 영수증 주세요,영수증요청,66
여기 주차장은 앞쪽 밖에 없어요 ?,주차문의,95
카페라떼 사이즈 있나요?,사이즈요구,48
카페라떼 시럽 좀 넣어서 아이스로 해주세요 ,일반주문,81
여기는 몇 시에 문열어요 ?,영업시간문의,67
저녁에 몇 시까지 해요 ,영업시간문의,67
카페 모카는 어떤거에요 ,메뉴문의,29
영수증 주세요,영수증요청,66
더치커피는 좀 연한가요 ,메뉴문의,29
더치커피로 하나주세요,일반주문,81
네 얼음 너무 많이 넣진 말아주세요,얼음량요구,60
여긴 테이크아웃잔 하면 할인해주는거 없어요?,할인문의,116
얼마 할인되는데요? ,할인문의,116
그냥 더치커피로해서 영수증 주세요 ,영수증요청,66
시럽 좀 넘어주세요 ,시럽설탕요구,52
아메리카노 레귤러보다 더 작은건 없나요?,사이즈요구,48
레귤러 사이즈로 아메리카노 한잔 주세요,일반주문,81
진하게하면 샷이 얼마나 들어가요?,메뉴문의,29
원래는 얼마나 들어가죠?,메뉴문의,29
원래대로 해주시고 카드로 할게요,결제요청,4
KT아닌데 다른거 적립은 없나요?,쿠폰멤버십적립문의,101
네 영수증 좀 주세요,영수증문의,64
화장실이 안에 있나요?,화장실위치문의,124
영업시간이 얼마나 되죠?,영업시간문의,67
조금 뜨거워서 그런데 얼음 한 개만 넣어주실 수 있나요?,얼음요구,61
아이스크림도 많이 파나봐요?,메뉴문의,29
밀크폼 아메리카노가 뭐에요?,메뉴문의,29
아이스로 나온거에요?,메뉴문의,29
아메리카노로 주시고 사이즈 따로 있나요?,메뉴문의,29
따뜻하게 해주세요,일반주문,81
영수증 주세요,영수증요청,66
학생들 마실 수 있는거 있어요?,메뉴추천요구,32
생과일 주스에요?,메뉴문의,29
코코아는 얼마에요?,가격문의,2
코코아는 맛있어요?,메뉴문의,29
딸기하고 바나나 섞은거 맛있나요?,메뉴문의,29
딸기하고 바나나 있는건 얼마에요?,가격문의,2
딸기 바나나 섞은거 한잔 주세요,일반주문,81
네 따뜻한거 마시고 싶은데 학생들 먹을거 코코아 말곤 없죠?,메뉴추천요구,32
학생들 먹을게 코코아밖에 생각이 안나는데 다른거 있나요?,메뉴추천요구,32
어떤 에이드요?,메뉴추천요구,32
따뜻한 물 한잔도 주실래요?,뜨거운차가운물요구,23
밀크티는 홍차에다가 우유 넣은거 아니에요?,메뉴문의,29
어떤 파우더에요?,메뉴문의,29
잘팔리는게 실론 밀크티에요?,메뉴문의,29
타이거 밀크티 달아요?,메뉴문의,29
왜 타이거 밀크티에요?,메뉴문의,29
뜨거운 것도 이렇게 되나요?,메뉴문의,29
이층도 있나요?,시설문의,54
영업한지 얼마나 됐어요?,기타문의,7
화장실은 어디있어요?,화장실위치문의,124
아메리카노 한잔 주세요,일반주문,81
테이크아웃은 더 싸요?,테이크아웃할인문의,109
수제 누가 크래커도 있네요?,메뉴문의,29
커피 나왔나요?,기타문의,7
초콜렛 같은 음료는 뭡니까?,메뉴문의,29
종이 스트로우 있나요?,빨대,45
조금만 마시다 가도 되죠?,매장이용문의,26
메뉴는 많지는 않네요?,메뉴문의,29
주 고객층은 그러면 젊은 사람들 많죠?,기타문의,7
빨대 하나만 가져갈게요,빨대,45
드립 커피는 시간이 조금 걸리죠?,제조시간문의,87
양이 너무 많은데 저 이제 식사하고 와서 커피 메뉴판은 어디 있나요?,메뉴판요구,34
저는 뜨겁게 쟈스민 차 주세요,일반주문,81
"결제는 카카오페이, 삼성페이 이런 것도 되요?",모바일페이결제,35
카페 이름이 1분이에요?,기타문의,7
마카롱 컬러만 다른가 맛볼 수 있어요?,시식요청,55
색소는 뭐 써요?,메뉴문의,29
"갑자기 먹고 싶어지는데, 마카롱 주세요",일반주문,81
"네, 이천 원이죠?",가격문의,2
1분 커피가 어떤 거에요?,메뉴문의,29
쉬는 날은 있어요?,휴일문의,127
화장실은 어디 있어요?,화장실위치문의,124
아메리카노 위에 커피 하얀 거 얹는 게 뭐죠?,메뉴문의,29
휘핑크림 말고 다른 건 또 뭐 있어요?,메뉴문의,29
"커피 위에 올라가는 거 하얀색이 휘핑크림, 우유 외에 다른 건 없나요?",메뉴문의,29
아메리카노에는 안 올린다구요?,메뉴문의,29
이름이 뭐라구요?,메뉴문의,29
모카인데 크림이 흰색이에요?,메뉴문의,29
도피오가 뭡니까?,메뉴문의,29
아메리카노 테이크 아웃 할인되나요?,할인문의,116
아메리카노 테이크 아웃으로 해주세요,일반주문,81
"네, 근데 컵에서 마실 때랑 맛이 다른 거 같은데 샷이 몇 개에요?",메뉴문의,29
뜨거워서 그러는데 얼음 두 개만 넣어주실래요?,얼음요구,61
"결제는 삼성페이, 카카오페이 이런 것도 다 돼요?",모바일페이결제,35
생과일 뭐가 있어요?,메뉴문의,29
딸기는 몇 프로 들어가요?,메뉴문의,29
잼이 들어간다고요?,메뉴문의,29
메뉴에 딸기 어디 있죠?,기타문의,7
작은 사이즈도 있나요?,사이즈요구,48
얼음을 빼주세요,얼음량요구,60
테이크 아웃은 천 원 할인돼요?,할인문의,116
적립도 되고 그래요?,쿠폰멤버십적립문의,101
제가 오늘 설탕 섭취를 많이 해서 잼을 안 넣으면 어떻게 될까요?,주문가능여부문의,90
딸기 100프로에요?,메뉴문의,29
너무 찐해서 그러는데 미지근한 물 좀 넣어 주세요,물우유량요구,37
커피 코너에서 달지 않은 거는 아메리카노 밖에 없나요,메뉴문의,29
허브차는 어떤 거,메뉴문의,29
히비스커스라는 식물 이름이 있어요?,메뉴문의,29
저 카모마일 한 잔 따뜻하게 주세요,일반주문,81
"네, 화장실은 어디 있습니까?",화장실위치문의,124
요즘 뭐 잘나가요?,메뉴추천요구,32
니트로 커피는 뭐예요?,메뉴문의,29
"니트로 커피 하나랑 그러면 에스프레소 하나 이렇게 두 개 주시고, 여기는 적립 뭐 돼요?",쿠폰멤버십적립문의,101
"할인 그런 거는 없고, 오로지 그냥 적립 그것만 되는 거예요?",쿠폰멤버십적립문의,101
회원들한테?,쿠폰멤버십적립문의,101
골드에서 VIP가 되려면 얼마나 먹어야지 그렇게 돼요,쿠폰멤버십적립문의,101
영수증 안 받았죠?,영수증요청,66
블루베리 주스 맛있다고 그러던데,메뉴문의,29
뭐 돼요?,주문가능여부문의,90
"아메리카노 한 잔, 테이크 아웃 해주세요",일반주문,81
"생크림이 고체가 있고, 액체도 있나요?",메뉴문의,29
원래 있기는 있어요?,메뉴문의,29
테이크 아웃 할인은 돼요?,할인문의,116
아이스크림은 어디에 있어요?,메뉴문의,29
"바닐라 컵으로 하나 주시고, 사이즈는 없죠?",사이즈요구,48
홈플러스에서 하는데 아니지 않아요?,쿠폰멤버십적립문의,101
생크림 카스텔라 포장 되요?,테이크아웃문의,105
하나만 포장해주세요,테이크아웃요구,106
"네, 주차는 여기 타워에 해도 되요?",주차문의,95
블루베리 쿠키치즈 케이크 이거는 뭐 들었어요?,메뉴문의,29
카카오페이나 삼성페이 결제돼요?,모바일페이결제,35
마카롱 하나에 이천 오백 원인 거예요?,가격문의,2
텀블러 가져오면 커피 할인되는 거 있어요?,텀블러할인문의,104
아메리카노 따뜻하게 한 잔주세요,일반주문,81
가져갈 건데 콜드브루는 시원한 거만 되죠?,메뉴문의,29
"네, 텀블러에 좀 담아주세요",텀블러사용,103
"네, 마샬라차이 저거는 뭐에요?",메뉴문의,29
생강향 나고 좀 달달하죠?,메뉴문의,29
적립되는 건 없어요?,쿠폰멤버십적립문의,101
포인트 결제하는 거는 CJ포인트 밖에 없나 봐요?,쿠폰멤버십적립문의,101
물 한 잔만 먹으려고 하는데 물 어디 있어요?,물품위치문의,39
시럽은 어디 있나요?,물품위치문의,39
텀블러 저것도 CJ포인트로 살 수 있어요?,기프티콘쿠폰멤버십사용문의,11
"아메리카노 한 잔 따뜻하게 해서 주시고, 와플 이런 거는 포장 안 되죠?",테이크아웃문의,105
아메리카노 따뜻한 걸로 주세요,일반주문,81
"아니요, 롯데상품권으로 결제할 수 있나요?",기프티콘쿠폰멤버십사용문의,11
"영수증 주시고, 여기 주차는 어디에 해요?",주차문의,95
스위트 팬케이크 이거 안에 뭐 들었어요?,메뉴문의,29
베리 케이크랑 크림이 다르다는 거죠?,메뉴문의,29
두 개에 오천 팔백 원 아니면 한 개에 오천 팔백 원이에요?,가격문의,2
단체 여섯 명에서 일곱 명 오고 하면 따로 할인 안 되죠?,할인문의,116
콜드 폼 카푸치노는 뭐에요?,메뉴문의,29
좀 달작한거죠?,메뉴문의,29
아이스 아메리카노 한 잔 주세요,일반주문,81
여기 매장에서 먹다가 남으면 혹시 테이크 아웃 해줘요?,테이크아웃문의,105
마카롱이 한 개당 이천 칠백 원인 거예요?,가격문의,2
치즈케이크 포장도 해줘요?,테이크아웃문의,105
여기 시럽 한 번만 넣을 수 있어요?,시럽설탕요구,52
텀블러 이거는 얼마에요?,가격문의,2
텀블러도 세일 할 때 있어요?,이벤트문의,78
에그 샌드위치 데워 주나요?,조리요구,88
"아니요, 바닐라 블랙 티 라테가 뭐예요?",메뉴문의,29
카페라테 따뜻한 거 하나랑 아이스 카페라테 한 잔,일반주문,81
"네, 밑에 카페 아메리카노는 그냥 일반 아메리카노 맞죠?",메뉴문의,29
시럽 내가 넣어야 돼요?,시럽설탕요구,52
여기는 자리가 2층에 없어요?,자리여부문의,84
시럽은 어디에 있어요?,물품위치문의,39
물은 어디 있어요?,물품위치문의,39
카페라테 따뜻한 거 한 잔 주문 여기서 해요?,주문가능여부문의,90
"네, 카페라테 한 잔에 샷 한 번 들어가요?",메뉴문의,29
저지방 우유로 넣어주실 수 있어요?,우유변경,71
건물 밑 주차장에 주차했는데 괜찮아요?,주차문의,95
시럽은 어디서 넣어요?,물품위치문의,39
한 번만 좀 넣어주세요,시럽설탕요구,52
카페라테 아이스 괜찮았는데 따뜻한 거랑 맛이 다를 때가 있던데 똑같은 거 맞아요?,메뉴문의,29
카페라테 아이스로,일반주문,81
쿠폰 같은 거 있어요?,쿠폰멤버십적립문의,101
"네, 블랙퍼스트 티 라테가 뭐예요?",메뉴문의,29
갈릭 허니 브레드 위에는 뭐 얹어놨어요?,메뉴문의,29
밑에 아이스 허니브레드?,주문가능여부문의,90
아이스크림 있는 저 와플은 두 명 정도 먹을 수 있겠네요,메뉴문의,29
아줌마들 한 일곱 명에서 여덟 명이 모임할건데 미리 예약 안해도 되겠죠?,단체석문의,20
아직 정해지진 않아서 잘 모르겠고 여기 시럽 한 번만 놔줄래요?,시럽설탕요구,52
솔트 치즈 라테 이거는 뭐예요?,메뉴문의,29
따뜻한 음료에요?,메뉴문의,29
연유라테도 좀 달작한거겠네,메뉴문의,29
카페라테 따뜻하게 한 잔 주세요,일반주문,81
"네, 샷은 원샷?",메뉴문의,29
츄러스는 바로 구워서 주는 거예요?,메뉴문의,29
자리는 아무 데나 앉아도 돼요?,기타문의,7
라떼인가 있는 것 같던데,주문가능여부문의,90
근데 일반 라떼 다른 데랑 똑같은 거예요?,메뉴문의,29
"난 약간 고소한 맛을 좋아하는데, 뭐가 좋아요?",메뉴추천요구,32
아이스 라떼로 주세요,일반주문,81
적립하면 뭐 있나요?,쿠폰멤버십적립문의,101
마카롱 가격은 개당 가격인가요?,가격문의,2
여기 시럽은 어딨어요?,물품위치문의,39
물티슈도 하나 줄 수 있어요?,냅킨물티슈요구,15
에스프레소 콘파냐는 뭐예요?,메뉴문의,29
딸기 프로티펀치는 뭐예요?,메뉴문의,29
딸기 주스는 뭐예요?,메뉴문의,29
딸기 주스 하나 주세요,일반주문,81
치킨 살사 샌드위치는 2인용인가요?,메뉴문의,29
마시는 물은 어디 있죠?,물품위치문의,39
조금 전에 영수증을 안 받은 것 같은데요,영수증요청,66
조각 케이크 포장해갈 수 있어요?,테이크아웃문의,105
얼그레이 다쿠아즈 케이크는 맛이 뭐예요?,메뉴문의,29
에스프레소는 커피 맛이 들어가 있겠네요?,메뉴문의,29
뭐드러갔슈는 뭐예요?,메뉴문의,29
추천해주고 싶은 거 어떤 거예요?,메뉴추천요구,32
슈 케이크 포장되죠?,테이크아웃문의,105
슈 케이크 얼마에요?,가격문의,2
보관은 냉장 보관하는 거죠?,보관방법문의,43
커피도 맛있어요?,메뉴문의,29
둘이 왔는데 한 잔만 좀 시켜도 돼요?,주문가능여부문의,90
스페셜티 블랜디드  원두는 뭐예요?,메뉴문의,29
아이스 아메리카노 한 잔이랑 라떼 따뜻하게 한 잔 주세요,일반주문,81
"죄송한데, 영수증을 따로 좀 끊어 줄 수도 있나요?",영수증요청,66
시럽은 뭘 쓰면 돼요?,시럽설탕요구,52
몇 시에 문 닫아요?,영업시간문의,67
아침에는 몇 시에 열어요?,영업시간문의,67
냅킨 가져가도 되죠?,냅킨물티슈요구,15
양이 너무 많아서 그런데 혹시 테이크아웃 잔으로 옮겨줄 수 있어요?,테이크아웃문의,105
샌드위치는 직접 만들어서 다 주는 거예요?,메뉴문의,29
샌드위치 데워 줘요?,메뉴문의,29
카푸치노랑 라떼랑 뭐가 틀려요?,메뉴문의,29
"카푸치노 하나랑, 라떼 하나랑 따뜻한 걸로 주세요",일반주문,81
평일날에 몇 시에 문 열어요?,영업시간문의,67
샌드위치 포장도 되죠?,테이크아웃문의,105
화장실은 어디에요?,화장실위치문의,124
키 가지고 가야 돼요?,화장실비밀번호문의,123
빈 그릇 두고 가면 돼요?,식기류쟁반반납,57
아이스 라떼 하나요,일반주문,81
더치커피 파나요?,주문가능여부문의,90
레몬 차하고 오미자차 직접 만들은 수제에요?,메뉴문의,29
블루베리 페퍼민트는 차 종류에요?,메뉴문의,29
시럽 한 번만 넣어주세요,시럽설탕요구,52
우유는 항상 매일 우유만 넣어요?,메뉴문의,29
카페 비엔나는 뭐예요?,메뉴문의,29
베이커리 종류는 없네요,메뉴문의,29
빵은 직접 구워요?,메뉴문의,29
커피 샷이  원샷이에요?,메뉴문의,29
스팀 밀크는 따뜻한 그냥 우유죠?,메뉴문의,29
샷 추가가 따로 있네요?,메뉴문의,29
아포카토도 커피에요?,메뉴문의,29
휴무날은 없어요?,휴일문의,127
영수증 좀 주세요,영수증요청,66
카카오 페이도 다 되나 봐요?,모바일페이결제,35
생아메리카노는 뭐예요?,메뉴문의,29
생아메리카노는 에스프레소가 아니라는 얘기죠?,메뉴문의,29
생아메리카노 한 잔 좀 주세요,일반주문,81
둘이 와서 한 잔 시키는 건 되나요?,주문가능여부문의,90
바닐라 보들라떼가 뭐예요?,메뉴문의,29
휴무는 언제예요?,휴일문의,127
아이스 시킨다는 게 깜빡했다,주문내용변경,91
얼음 좀 많이 넣어주시면 안 될까요?,얼음량요구,60
시럽 한 번 넣어줄 수 있어요?,시럽설탕요구,52
아메리카노 아이스 한 잔만 줄 수 있어요?,일반주문,81
얼그레이는 뭐예요?,메뉴문의,29
단백질 바나나 쉐이크는 단백질 파우더 넣어줘요?,메뉴문의,29
츄러스는 직접 해요?,메뉴문의,29
화장실 좀 이용할 수 있어요?,화장실이용문의,125
일요일은 안 하죠?,휴일문의,127
시럽 한 번만 좀 넣어줄 수 있어요?,시럽설탕요구,52
카푸치노 주세요,일반주문,81
라떼는 뭐를 라떼라고 해요?,메뉴문의,29
카페라떼 한 잔 주시겠어요?,일반주문,81
만 원 드릴게요,결제요청,4
현금영수증 되나요?,현금영수증요청,122
일요일에도 열어요?,휴일문의,127
몇 시에 문 열어요?,영업시간문의,67
문은 몇 시에 닫아요?,영업시간문의,67
"조각 케이크, 머핀은 여기서 만드는 건 아니지요?",메뉴문의,29
카페라떼가 우유만 섞어주는 거 아니에요?,메뉴문의,29
카페라떼는 사천 백 원인가요?,가격문의,2
라떼 하나 주세요,일반주문,81
자몽티 따뜻한 거 얼마에요?,가격문의,2
카페 모카는 뭐예요?,메뉴문의,29
영수증은요?,영수증요청,66
종이컵 하나 주실 수는 없어요?,컵요구,99
자몽을 금방 갈은 거예요?,메뉴문의,29
"커피를 먹으면 잠이 안 오는데, 따뜻한 차는 뭐가 괜찮겠어요?",메뉴추천요구,32
레몬과 유자차 중 뭐가 나을까요?,메뉴추천요구,32
레몬 차 한 잔 주세요,일반주문,81
레몬 차는 직접 담갔어요?,메뉴문의,29
레몬 차는 가루로 타주는 거예요?,메뉴문의,29
레몬 차는 직접 만드신 건 아니죠?,메뉴문의,29
직접 만든 차는 뭐가 있어요?,메뉴문의,29
루이보스 크림티 저건 뭔데요?,메뉴문의,29
루이보스 크림티는 달아요?,메뉴문의,29
레몬 민트티는 뭐예요?,메뉴문의,29
라떼 한 잔 주세요,일반주문,81
해피 포인트 전화번호로 적립 돼요?,쿠폰멤버십적립문의,101
현금 영수증 해주세요,현금영수증요청,122
빨대는 안 줘요?,빨대,45
순수 에이드 주세요,일반주문,81
커피 말고는 뭐가 괜찮아요?,메뉴추천요구,32
허브티 주세요,일반주문,81
허브티 시원한 건 없어요?,주문가능여부문의,90
케모마일 차갑게 주세요,일반주문,81
테이크아웃하면 싸나요?,할인문의,116
차는 아무 데나 대도 돼요?,주차문의,95
머랭은 안 파세요?,주문가능여부문의,90
스무디는 뭐가 잘 나가요?,메뉴추천요구,32
"아이스 아메리카노 하나하고, 딸기 요거트 하나 주세요",일반주문,81
딸기 요거트는 냉동 딸기죠?,메뉴문의,29
프랜차이즈에요?,계열사문의,5
차 갖고 오면 잠깐 세워놔도 괜찮나요?,주차문의,95
치즈빵 맛있어요?,메뉴문의,29
꽈배기는 어떤 게 잘 나가요?,메뉴추천요구,32
두 개 중에서는 어떤 게 잘 나가요?,메뉴추천요구,32
커피도 팔죠?,주문가능여부문의,90
아메리카노는 얼마씩 해요?,가격문의,2
딸기잼 직접 만든 거예요?,메뉴문의,29
머스켓은 얼마에요?,가격문의,2
커피는 뭐가 잘 나가요?,메뉴추천요구,32
아메리카노 따뜻한 거 하나 주세요,일반주문,81
차 종류는 뭐 있어요?,메뉴문의,29
화장실은 어디 있어요?,화장실위치문의,124
좀 덜 단 게 바닐라 라떼에요?,메뉴문의,29
카페라떼가 좀 덜 달죠?,메뉴문의,29
"얼그레이 따뜻하게, 에스프레소, 카페라떼 그렇게 세 잔이요",일반주문,81
차 대는 데는 없죠?,주차문의,95
뜨거운 물 좀 주세요,뜨거운차가운물요구,23
아가씨 커피 어떤 게 잘 나가요?,메뉴추천요구,32
아메리카노 한 잔 주세요,일반주문,81
빵은 직접 만든거예요?,메뉴문의,29
빵은 뭐가 잘 나가요?,메뉴추천요구,32
아이스커피 중에서는 어떤 게 잘 나가요?,메뉴추천요구,32
아메리카노 아이스 하나 주세요,일반주문,81
레귤러는 얼마에요?,가격문의,2
빵 종류는 없어요?,주문가능여부문의,90
영수증 하나 주세요,영수증요청,66
얼음 너무 많이 넣지 마세요,물우유량요구,37
아가씨 라떼 중에서는 따뜻한 거 뭐가 잘 나가요?,메뉴추천요구,32
바닐라 라떼는 달죠?,메뉴문의,29
덜 단 거는요?,메뉴추천요구,32
그냥 라떼는 얼마에요?,가격문의,2
쿠키는 직접 구운거 아니죠?,메뉴문의,29
"사장님, 핸드드립은 직접 뽑는 거에요?",메뉴문의,29
아이스 커피로 천천히 해주세요,일반주문,81
아메리카노 말고 뭐가 잘나가요?,메뉴추천요구,32
라떼는 무슨 라떼가 잘 나가요?,메뉴추천요구,32
아이스로 먹으려면 아메리카노 먹어야 되죠?,메뉴문의,29
저는 아이스 아메리카노 한 잔 주세요,일반주문,81
휴지는 어디있죠?,물품위치문의,39
커피 뭐가 잘 나가요?,메뉴추천요구,32
따뜻한 아메리카노 얼마에요?,가격문의,2
"아메리카노 한 잔 하고, 오리지날 프레즐 하나 주세요",일반주문,81
오리지날 프레즐 다 팔렸어요?,주문가능여부문의,90
"그럼 놔두고, 따뜻한 아메리카노만 주세요",일반주문,81
이거 커피콩알은 직접 만드는 거에요?,메뉴문의,29
속 안에 들어가는 건 없어요?,메뉴문의,29
따뜻한 아메리카노 한 잔 주세요,일반주문,81
밀크티는 어떤 걸로 만드는 거에요?,메뉴문의,29
"성분이 홍차인지, 아니면 뭐에요?",메뉴문의,29
밀크티에 우유를 넣는게 아니에요?,메뉴문의,29
더치 커피는 직접 내리시는 거에요?,메뉴문의,29
이게 더치 커피 오백미리에요?,메뉴문의,29
아메리카노 따뜻한 거 있죠?,주문가능여부문의,90
"아메리카노 따뜻한 거 하나 주시고, 바닐라 라떼는 어떤 거에요?",메뉴문의,29
바닐라 라떼 하나 주세요,일반주문,81
"네, 라지하고 사이즈가 어느 정도 차이나요?",사이즈요구,48
이게 제일 큰 사이즈에요?,사이즈요구,48
"아메리카노는 라지로 주시고, 바닐라 라떼는 레귤러로 주세요",사이즈요구,48
말차 카페 라떼가 뭐에요?,메뉴문의,29
말차가 뭔데요?,메뉴문의,29
"아몬드 카페 라떼 하나하고, 아메리카노 하나, 밀크티 라떼 따뜻한 거 한 잔이요",일반주문,81
십프로 할인해주세요,할인요청,117
먹다가 남으면 테이크 아웃 해주시는거죠?,테이크아웃문의,105
"저긴 찬 물인데, 따뜻한 물 좀 주세요",뜨거운차가운물요구,23
"아가씨, 치즈폼 딥초코 스무디는 어떤 재료가 들어가요?",메뉴문의,29
치즈폼 딥초코 스무디는 부드러워요?,메뉴문의,29
치즈폼 자체가 좀 달아요?,메뉴문의,29
쟈스민 그린티는 뭐에요?,메뉴문의,29
블랙티는 뭐에요?,메뉴문의,29
그것도 홍차에 펄 넣어서 주는거에요?,메뉴문의,29
블랙 밀크티는 뭐에요?,메뉴문의,29
블랙 밀크티도 맛 조절이 가능해요?,메뉴문의,29
블랙 밀크티는 그럼 따뜻하게는 안돼요?,메뉴문의,29
그럼 블랙 밀크티 주세요,일반주문,81
펄 있는 블랙 밀크티로 하면 얼마에요?,가격문의,2
큰 사이즈는 안돼요?,사이즈요구,48
그럼 블랙 밀크티 큰 사이즈로 하나 주세요,사이즈요구,48
많이 뜨거운가요?,기타문의,7
카라멜 마끼아또는 어떤거에요?,메뉴문의,29
우유가 많이 들어가나요?,메뉴문의,29
그러면 커피는 몇 개 정도 들어가요?,메뉴문의,29
커피 단정도는 어때요?,메뉴문의,29
그럼 따뜻한 아메리카노 한 잔 주시는데 투샷이에요?,메뉴문의,29
요기 만약 텀블러에 하면 어떻게 되죠?,텀블러할인문의,104
텀블러에 담으면 몇 그램 들어가요?,기타문의,7
컵으로 했을 때는 몇 그램 나오는데요?,기타문의,7
카라멜 마끼아또 텀블러에 담아주세요,텀블러사용,103
커피에 시나몬 좀 뿌려주세요,옵션추가요구,69
